NationalParkName,OBJECTID,TRLNAME,TRLALTNAME,TRLLABEL,TRLFEATTYPE,TRLSTATUS,TRLSURFACE,TRLTYPE,TRLCLASS,TRLUSE,UNITCODE,EDITDATE,MAPMETHOD,MAPSOURCE,SOURCEDATE,XYERROR,INPLACES,GlobalID
Great Smoky Mountains National Park,1328,Elijah Oliver Cabin Access Trail,,Elijah Oliver Cabin Access Trail,Park Trail (only),Existing,Native,Standard Terra Trail,Class 1: Undeveloped,,GRSM,2017-07-26T16:21:53.461Z,Differential GPS,,2002-08-25T00:00:00.000Z,> 1 m and <= 5 m,,
Great Smoky Mountains National Park,1329,Thunderhead Prong Quiet Walkway,,Thunderhead Prong Quiet Walkway,Park Trail (only),Existing,Native,Standard Terra Trail,Class 1: Undeveloped,,GRSM,2017-07-26T16:21:53.461Z,Differential GPS,,2008-01-23T00:00:00.000Z,> 1 m and <= 5 m,,
Great Smoky Mountains National Park,1330,Campsite 16 access,,Campsite 16 access,Park Trail (only),Existing,Native,Standard Terra Trail,Class 2: Minor Development;,,GRSM,2017-07-26T16:21:53.461Z,Differential GPS,,,> 1 m and <= 5 m,,
Great Smoky Mountains National Park,1334,Noland Creek Trail,,Noland Creek Trail,Park Trail (only),Existing,Native,Standard Terra Trail,Class 3: Developed,,GRSM,2017-07-26T16:21:53.461Z,Differential GPS,,2002-08-17T00:00:00.000Z,> 1 m and <= 5 m,,
Great Smoky Mountains National Park,1335,Floyd Cemetery Access,,Floyd Cemetery Access,Park Trail (only),Existing,Native,Standard Terra Trail,Class 5: Fully Developed,,GRSM,2017-07-26T16:21:53.461Z,Differential GPS,,,> 1 m and <= 5 m,,
Great Smoky Mountains National Park,1336,Floyd Cemetery Access Trail,,Floyd Cemetery Access Trail,Park Trail (only),Existing,Native,Standard Terra Trail,Class 5: Fully Developed,,GRSM,2017-07-26T16:21:53.461Z,Differential GPS,,,> 1 m and <= 5 m,,
Great Smoky Mountains National Park,1337,Queen Cemetery Access,,Queen Cemetery Access,Park Trail (only),Existing,Native,Standard Terra Trail,Class 5: Fully Developed,,GRSM,2017-07-26T16:21:53.461Z,Differential GPS,,,> 1 m and <= 5 m,,
Great Smoky Mountains National Park,1338,Enloe-Mingus Cemetery Access,,Enloe-Mingus Cemetery Access,Park Trail (only),Existing,Native,Standard Terra Trail,Class 5: Fully Developed,,GRSM,2017-07-26T16:21:53.461Z,Differential GPS,,,> 1 m and <= 5 m,,
Great Smoky Mountains National Park,1339,Nations Cemetery Access,,Nations Cemetery Access,Park Trail (only),Existing,Native,Standard Terra Trail,Class 5: Fully Developed,,GRSM,2017-07-26T16:21:53.461Z,Differential GPS,,,> 1 m and <= 5 m,,
Great Smoky Mountains National Park,1340,Mings Creek-Watson Cemetery Access,,Mings Creek-Watson Cemetery Access,Park Trail (only),Existing,Native,Standard Terra Trail,Class 1: Undeveloped,,GRSM,2017-07-26T16:21:53.461Z,Differential GPS,,2014-05-30T00:00:00.000Z,> 1 m and <= 5 m,,
Great Smoky Mountains National Park,1341,Chambers Cemetery Access,,Chambers Cemetery Access,Park Trail (only),Existing,Native,Standard Terra Trail,Class 3: Developed,,GRSM,2017-07-26T16:21:53.461Z,Differential GPS,,,> 1 m and <= 5 m,,
Great Smoky Mountains National Park,1342,Conner Cemetery Access,,Conner Cemetery Access,Park Trail (only),Existing,Native,Standard Terra Trail,Class 3: Developed,,GRSM,2017-07-26T16:21:53.461Z,Differential GPS,,,> 1 m and <= 5 m,,
Great Smoky Mountains National Park,1343,Old Beck Cemetery Access,,Old Beck Cemetery Access,Park Trail (only),Existing,Native,Standard Terra Trail,Class 3: Developed,,GRSM,2017-07-26T16:21:53.461Z,Differential GPS,,,> 1 m and <= 5 m,,
Great Smoky Mountains National Park,1344,New Beck-Huskey Cemetery Access,,New Beck-Huskey Cemetery Access,Park Trail (only),Existing,Native,Standard Terra Trail,Class 3: Developed,,GRSM,2017-07-26T16:21:53.461Z,Differential GPS,,,> 1 m and <= 5 m,,
Great Smoky Mountains National Park,1345,Stiles Cemetery Access,,Stiles Cemetery Access,Park Trail (only),Existing,Native,Standard Terra Trail,Class 3: Developed,,GRSM,2017-07-26T16:21:53.461Z,Differential GPS,,,> 1 m and <= 5 m,,
Great Smoky Mountains National Park,1346,Conner @ Hickory Flats Cemetery Access,,Conner @ Hickory Flats Cemetery Access,Park Trail (only),Existing,Native,Standard Terra Trail,Class 3: Developed,,GRSM,2017-07-26T16:21:53.461Z,Differential GPS,,,> 1 m and <= 5 m,,
Great Smoky Mountains National Park,1347,Woody-Conner Cemetery Access,,Woody-Conner Cemetery Access,Park Trail (only),Existing,Native,Standard Terra Trail,Class 3: Developed,,GRSM,2017-07-26T16:21:53.461Z,Differential GPS,,,> 1 m and <= 5 m,,
Great Smoky Mountains National Park,1348,Laney Cemetery Access,,Laney Cemetery Access,Park Trail (only),Existing,Native,Standard Terra Trail,Class 3: Developed,,GRSM,2017-07-26T16:21:53.461Z,Differential GPS,,,> 1 m and <= 5 m,,
Great Smoky Mountains National Park,1349,Wiggins-Watson-Toms Branch Cemetery Access,,Wiggins-Watson-Toms Branch Cemetery Access,Park Trail (only),Existing,Native,Standard Terra Trail,Class 5: Fully Developed,,GRSM,2017-07-26T16:21:53.461Z,Differential GPS,,,> 1 m and <= 5 m,,
Great Smoky Mountains National Park,1350,Lower Indian-Queen Cemetery Access,,Lower Indian-Queen Cemetery Access,Park Trail (only),Existing,Native,Standard Terra Trail,Class 3: Developed,,GRSM,2017-07-26T16:21:53.461Z,Differential GPS,,,> 1 m and <= 5 m,,
Great Smoky Mountains National Park,1351,Friendship Baptist Church Cemetery Access,,Friendship Baptist Church Cemetery Access,Park Trail (only),Existing,Native,Standard Terra Trail,Class 3: Developed,,GRSM,2017-07-26T16:21:53.461Z,Differential GPS,,,> 1 m and <= 5 m,,
Great Smoky Mountains National Park,1352,"Backcountry Camp 32, Injun Creek Access",,"Backcountry Camp 32, Injun Creek Access",Park Trail (only),Existing,Native,Standard Terra Trail,Class 3: Developed,,GRSM,2017-07-26T16:21:53.461Z,Differential GPS,,2002-07-21T00:00:00.000Z,> 1 m and <= 5 m,,
Great Smoky Mountains National Park,1356,Fairfax/Old Payne (Palmer) Access,,Fairfax/Old Payne (Palmer) Access,Park Trail (only),Existing,Native,Standard Terra Trail,Class 3: Developed,,GRSM,2017-07-26T16:21:53.461Z,Differential GPS,,2002-07-22T00:00:00.000Z,> 1 m and <= 5 m,,
Great Smoky Mountains National Park,1358,Posey Cemetery Access,,Posey Cemetery Access,Park Trail (only),Existing,Native,Standard Terra Trail,Class 3: Developed,,GRSM,2017-07-26T16:21:53.461Z,Differential GPS,,,> 1 m and <= 5 m,,
Great Smoky Mountains National Park,1359,Pilkey/Posey cemetery access,,Pilkey/Posey cemetery access,Park Trail (only),Existing,Native,Standard Terra Trail,Class 3: Developed,,GRSM,2017-07-26T16:21:53.461Z,Differential GPS,,,> 1 m and <= 5 m,,
Great Smoky Mountains National Park,1360,Pilkey/Posey cemetery access,,Pilkey/Posey cemetery access,Park Trail (only),Existing,Native,Standard Terra Trail,Class 3: Developed,,GRSM,2017-07-26T16:21:53.461Z,Differential GPS,,,> 1 m and <= 5 m,,
Great Smoky Mountains National Park,1361,Pilkey Cemetery Access,,Pilkey Cemetery Access,Park Trail (only),Existing,Native,Standard Terra Trail,Class 3: Developed,,GRSM,2017-07-26T16:21:53.461Z,Differential GPS,,2002-07-21T00:00:00.000Z,> 1 m and <= 5 m,,
Great Smoky Mountains National Park,1362,Pilkey Cemetery Access,,Pilkey Cemetery Access,Park Trail (only),Existing,Native,Standard Terra Trail,Class 3: Developed,,GRSM,2017-07-26T16:21:53.461Z,Differential GPS,,2002-07-21T00:00:00.000Z,> 1 m and <= 5 m,,
Great Smoky Mountains National Park,1363,Pilkey Cemetery Access,,Pilkey Cemetery Access,Park Trail (only),Existing,Native,Standard Terra Trail,Class 3: Developed,,GRSM,2017-07-26T16:21:53.461Z,Differential GPS,,,> 1 m and <= 5 m,,
Great Smoky Mountains National Park,1364,Welch-Kirkland Cemetery Access,,Welch-Kirkland Cemetery Access,Park Trail (only),Existing,Native,Standard Terra Trail,Class 3: Developed,,GRSM,2017-07-26T16:21:53.461Z,Differential GPS,,,> 1 m and <= 5 m,,
Great Smoky Mountains National Park,1365,McClure Cemetery Access,,McClure Cemetery Access,Park Trail (only),Existing,Native,Standard Terra Trail,Class 3: Developed,,GRSM,2017-07-26T16:21:53.461Z,Differential GPS,,,> 1 m and <= 5 m,,
Great Smoky Mountains National Park,1366,Lower Noland-Monteith Cemetery Access,,Lower Noland-Monteith Cemetery Access,Park Trail (only),Existing,Native,Standard Terra Trail,Class 3: Developed,,GRSM,2017-07-26T16:21:53.461Z,Differential GPS,,,> 1 m and <= 5 m,,
Great Smoky Mountains National Park,1367,Carver Cemeter Access,,Carver Cemeter Access,Park Trail (only),Existing,Native,Standard Terra Trail,Class 3: Developed,,GRSM,2017-07-26T16:21:53.461Z,Differential GPS,,2002-07-22T00:00:00.000Z,> 1 m and <= 5 m,,
Great Smoky Mountains National Park,1368,Doc Caldwell Cemetery Access,,Doc Caldwell Cemetery Access,Park Trail (only),Existing,Native,Standard Terra Trail,Class 3: Developed,,GRSM,2017-07-26T16:21:53.461Z,Differential GPS,,,> 1 m and <= 5 m,,
Great Smoky Mountains National Park,1369,Carson-Messer Cemetery Access,,Carson-Messer Cemetery Access,Park Trail (only),Existing,Native,Standard Terra Trail,Class 3: Developed,,GRSM,2017-07-26T16:21:53.461Z,Differential GPS,,,> 1 m and <= 5 m,,
Great Smoky Mountains National Park,1370,Sutton-McGhee Cemetery Access,,Sutton-McGhee Cemetery Access,Park Trail (only),Existing,Native,Standard Terra Trail,Class 3: Developed,,GRSM,2017-07-26T16:21:53.461Z,Differential GPS,,,> 1 m and <= 5 m,,
Great Smoky Mountains National Park,1371,Lawson Jenkins-Kerr Cemetery Access,,Lawson Jenkins-Kerr Cemetery Access,Park Trail (only),Existing,Native,Standard Terra Trail,Class 3: Developed,,GRSM,2017-07-26T16:21:53.461Z,Differential GPS,,,> 1 m and <= 5 m,,
Great Smoky Mountains National Park,1372,Rayfield-Dodgen Cemetery Access,,Rayfield-Dodgen Cemetery Access,Park Trail (only),Existing,Native,Standard Terra Trail,Class 3: Developed,,GRSM,2017-07-26T16:21:53.461Z,Differential GPS,,,> 1 m and <= 5 m,,
Great Smoky Mountains National Park,1374,Science Center Trail,,Science Center Trail,Park Trail (only),Existing,Native,Standard Terra Trail,Class 2: Minor Development;,,GRSM,2017-07-26T16:21:53.461Z,Differential GPS,,2008-06-04T00:00:00.000Z,> 1 m and <= 5 m,,
Great Smoky Mountains National Park,1375,Deep Creek Trail,,Deep Creek Trail,Park Trail (only),Existing,Native,Standard Terra Trail,Class 3: Developed,,GRSM,2017-07-26T16:21:53.461Z,Differential GPS,,2008-05-07T00:00:00.000Z,> 1 m and <= 5 m,,
Great Smoky Mountains National Park,1376,Riverview Quiet Walkway,,Riverview Quiet Walkway,Park Trail (only),Existing,Native,Standard Terra Trail,Class 3: Developed,,GRSM,2017-07-26T16:21:53.461Z,Differential GPS,,2004-03-14T00:00:00.000Z,> 1 m and <= 5 m,,
Great Smoky Mountains National Park,1377,Old Deep Creek Quiet Walkway,,Old Deep Creek Quiet Walkway,Park Trail (only),Existing,Native,Standard Terra Trail,Class 3: Developed,,GRSM,2017-07-26T16:21:53.461Z,Differential GPS,,2004-03-14T00:00:00.000Z,> 1 m and <= 5 m,,
Great Smoky Mountains National Park,1378,Campsite 98 Access Trail,,Campsite 98 Access Trail,Park Trail (only),Existing,Native,Standard Terra Trail, ,,GRSM,2017-07-26T16:21:53.461Z,Differential GPS,,,> 1 m and <= 5 m,,
Great Smoky Mountains National Park,1379,Campsite 65 Access Trail,,Campsite 65 Access Trail,Park Trail (only),Existing,Native,Standard Terra Trail, ,,GRSM,2017-07-26T16:21:53.461Z,Differential GPS,,,> 1 m and <= 5 m,,
Great Smoky Mountains National Park,1380,Baskins Creek Cemetery Access Trail,,Baskins Creek Cemetery Access Trail,Park Trail (only),Existing,Native,Standard Terra Trail, ,,GRSM,2017-07-26T16:21:53.461Z,Differential GPS,,,> 1 m and <= 5 m,,
Great Smoky Mountains National Park,1381,Lawson Cemetery Access Trail,,Lawson Cemetery Access Trail,Park Trail (only),Existing,Native,Standard Terra Trail, ,,GRSM,2017-07-26T16:21:53.461Z,Differential GPS,,,> 1 m and <= 5 m,,
Great Smoky Mountains National Park,1382,Buchanan Cemetery Access Trail,,Buchanan Cemetery Access Trail,Park Trail (only),Existing,Native,Standard Terra Trail, ,,GRSM,2017-07-26T16:21:53.461Z,Differential GPS,,,> 1 m and <= 5 m,,
Great Smoky Mountains National Park,1383,Posey Cemetery Access Trail,,Posey Cemetery Access Trail,Park Trail (only),Existing,Native,Standard Terra Trail, ,,GRSM,2017-07-26T16:21:53.461Z,Differential GPS,,,> 1 m and <= 5 m,,
Great Smoky Mountains National Park,1385,Grapeyard Ridge Trail,,Grapeyard Ridge Trail,Park Trail (only),Existing,Native,Unknown,Class 3: Developed,,GRSM,2017-07-26T16:21:53.461Z,Differential GPS,,2002-07-31T00:00:00.000Z,Unknown,,
Great Smoky Mountains National Park,1386,Sugarland Mountain Trail,,Sugarland Mountain Trail,Park Trail (only),Existing,Native,Unknown,Class 3: Developed,,GRSM,2017-07-26T16:21:53.461Z,Differential GPS,,2002-08-23T00:00:00.000Z,Unknown,,
Hovenweep National Monument,1,Ruins Loop Trail,,Ruins Loop Trail,Park Trail,Existing,,Standard Terra Trail,,Hiker/Pedestrian,HOVE,2015-10-07T00:00:00.000Z,Unknown,,2014-07-31T00:00:00.000Z,,Yes,3cd84d11-33d9-4ce6-9ae1-557f2b9823ed
Hovenweep National Monument,2,Path to Campground,,Path to Campground,Park Trail,Existing,,Standard Terra Trail,,Hiker/Pedestrian,HOVE,2015-10-07T00:00:00.000Z,Unknown,,2015-04-06T00:00:00.000Z,,Yes,504c3564-dfe7-484e-a2ad-2c067cf75f58
Hovenweep National Monument,3,Cajon Trail,,Cajon Trail,Park Trail,Existing,,Standard Terra Trail,,Hiker/Pedestrian,HOVE,2015-10-07T00:00:00.000Z,Differential GPS,,,,Yes,11affd89-b5a6-4adb-87d8-d52f123b41b4
Hovenweep National Monument,4,Path to Comfort Station,,Path to Comfort Station,Park Trail,Existing,,Standard Terra Trail,,Hiker/Pedestrian,HOVE,2015-10-07T00:00:00.000Z,Differential GPS,,,,Yes,14e6a7a8-53a0-45f3-a313-b9a27321d917
Hovenweep National Monument,5,Holly Trail,,Holly Trail,Park Trail,Existing,,Standard Terra Trail,,Hiker/Pedestrian,HOVE,2015-10-07T00:00:00.000Z,Differential GPS,,,,Yes,7759cac0-1630-4eb4-9161-bfff1e06a6a5
Hovenweep National Monument,6,Horseshoe-Hackberry Trail,,Horseshoe-Hackberry Trail,Park Trail,Existing,,Standard Terra Trail,,Hiker/Pedestrian,HOVE,2015-10-07T00:00:00.000Z,Differential GPS,,,,Yes,ba9f8399-448a-4717-b251-2328d7cd5fbe
Hovenweep National Monument,7,Hackberry Trail,,Hackberry Trail,Park Trail,Existing,,Standard Terra Trail,,Hiker/Pedestrian,HOVE,2015-10-07T00:00:00.000Z,Differential GPS,,,,Yes,90371819-5497-47df-9052-d58d8f1f115d
Hovenweep National Monument,9,Path to Comfort Station,,Path to Comfort Station,Park Trail,Existing,,Standard Terra Trail,,Hiker/Pedestrian,HOVE,2015-10-07T00:00:00.000Z,Differential GPS,,,,Yes,96ed3a8c-b9ff-4761-8d1b-07fd9a1e3efb
Hovenweep National Monument,10,Visitor Center Trail,,Visitor Center Trail,Park Trail,Existing,,Standard Terra Trail,,Hiker/Pedestrian,HOVE,2015-10-07T00:00:00.000Z,Differential GPS,,,,Yes,caf14c34-5c0c-4ebc-a531-1129b0d1610c
Hovenweep National Monument,12,Path to Comfort Station,,Path to Comfort Station,Park Trail,Existing,,Standard Terra Trail,,Hiker/Pedestrian,HOVE,2015-10-07T00:00:00.000Z,Differential GPS,,,,Yes,1cdfdd95-d29d-42f6-ab92-4525fcf8f85c
Hovenweep National Monument,13,Cutthroat Trail,,Cutthroat Trail,Park Trail,Existing,,Standard Terra Trail,,Hiker/Pedestrian,HOVE,2015-10-07T00:00:00.000Z,Differential GPS,,,,Yes,cc71da47-5ae3-4635-a813-8d18318da718
Hovenweep National Monument,14,Trail From Upper Parking Area,,Trail From Upper Parking Area,Park Trail,Existing,,Standard Terra Trail,,Hiker/Pedestrian,HOVE,2015-10-07T00:00:00.000Z,Differential GPS,,,,Yes,27dc9012-95e1-487b-a61a-32bbcaa0c6d5
Hovenweep National Monument,15,Holly Trail,,Holly Trail,Park Trail,Existing,,Standard Terra Trail,,Hiker/Pedestrian,HOVE,2015-10-07T00:00:00.000Z,Differential GPS,,,,Yes,9d0b8d39-a232-447e-9733-dad0d223069a
Hovenweep National Monument,16,Path to Square Tower Amphitheatre,,Path to Square Tower Amphitheatre,Park Trail,Existing,,Standard Terra Trail,,Hiker/Pedestrian,HOVE,2015-10-07T00:00:00.000Z,Differential GPS,,,,Yes,d33739a4-a2b0-4fa8-9795-9bb3269e10df
Hovenweep National Monument,17,Path to Square Tower Campground,,Path to Square Tower Campground,Park Trail,Existing,,Standard Terra Trail,,Hiker/Pedestrian,HOVE,2015-10-07T00:00:00.000Z,Differential GPS,,,,Yes,7eb68ef6-32ce-4927-bbc0-fc22885fa50a
Hovenweep National Monument,18,Ranger Tours Only,,Ranger Tours Only,Park Trail,Existing,,Standard Terra Trail,,Hiker/Pedestrian,HOVE,2015-10-07T00:00:00.000Z,Differential GPS,,,,Yes,e0cd1f37-b89f-4a19-a508-2b8bfb2fd11b
Hovenweep National Monument,20,Ranger Tours Only,,Ranger Tours Only,Park Trail,Existing,,Standard Terra Trail,,Hiker/Pedestrian,HOVE,2015-10-07T00:00:00.000Z,Differential GPS,,,,Yes,e43dd338-a22e-4bad-bfe0-4a9307905884
Hovenweep National Monument,21,Rim Trail,,Rim Trail,Park Trail,Existing,,Standard Terra Trail,,Hiker/Pedestrian,HOVE,2015-10-07T00:00:00.000Z,Differential GPS,,,,Yes,2e57c490-dbfa-4302-8c23-00a97761708c
NABR ,1,Trail,,Trail,Park Trail,Existing,Unknown,Standard Terra Trail,Unknown,Hiker/Pedestrian,NABR,2015-09-28T15:52:39.000Z,Unknown,,2014-07-31T00:00:00.000Z,,Yes,049e8619-dc82-43a6-83ab-992ec0c1096d
NABR ,2,Horsecollar Ruin Overlook Trail,,Horsecollar Ruin Overlook Trail,Park Trail,Existing,Unknown,Standard Terra Trail,Unknown,Hiker/Pedestrian,NABR,2015-09-28T15:52:39.000Z,Unknown,,2014-07-31T00:00:00.000Z,,Yes,99f3b9c8-0695-4d6b-935e-3bb192be1631
NABR ,3,Trail,,Trail,Park Trail,Existing,Unknown,Standard Terra Trail,Unknown,Hiker/Pedestrian,NABR,2015-09-28T15:52:39.000Z,Unknown,,2014-07-31T00:00:00.000Z,,Yes,3bbde233-53df-4c74-8cbc-9935c7434a07
NABR ,5,Kachina Bridge Overlook Trail,<Null>,Kachina Bridge Overlook Trail,Park Trail,Existing,Unknown,Standard Terra Trail,Unknown,Hiker/Pedestrian,NABR,2015-09-28T15:52:39.000Z,Differential GPS,,2002-11-26T00:00:00.000Z,,Yes,0460e4cc-dfdf-4ff9-9c02-dd8e77f65074
NABR ,6,Kachina Bridge Trail,<Null>,Kachina Bridge Trail,Unmaintained Trail,Existing,Unknown,Standard Terra Trail,Unknown,Hiker/Pedestrian,NABR,2015-09-28T15:52:39.000Z,Differential GPS,,2002-11-26T00:00:00.000Z,,Yes,c87be382-37e2-4065-b85e-8bf2701b8f84
NABR ,7,Sipapu Trail,<Null>,Sipapu Trail,Park Trail,Existing,Unknown,Standard Terra Trail,Unknown,Hiker/Pedestrian,NABR,2015-09-28T15:52:39.000Z,Differential GPS,,2004-10-05T00:00:00.000Z,,Yes,1f1f74e0-d48f-4631-bc6e-969eceecaa9d
NABR ,8,Owachomo Bridge Trail,<Null>,Owachomo Bridge Trail,Park Trail,Existing,Unknown,Standard Terra Trail,Unknown,Hiker/Pedestrian,NABR,2015-09-28T15:52:39.000Z,Differential GPS,,2004-10-05T00:00:00.000Z,,Yes,4c53d963-b6e8-4e46-bfe3-87830d1b14d9
NABR ,9,Junction to Kachina Trail,<Null>,Junction to Kachina Trail,Park Trail,Existing,Unknown,Standard Terra Trail,Unknown,Hiker/Pedestrian,NABR,2015-09-28T15:52:39.000Z,Differential GPS,,2004-10-05T00:00:00.000Z,,Yes,a5aa6a45-fefe-480e-93cb-5c4b27f3c2f5
NABR ,10,Owachomo Bridge Trail,<Null>,Owachomo Bridge Trail,Park Trail,Existing,Unknown,Standard Terra Trail,Unknown,Hiker/Pedestrian,NABR,2015-09-28T15:52:31.000Z,Differential GPS,,2004-10-05T00:00:00.000Z,,Yes,d3897f59-b976-4a3f-80d2-5d30360e8e5f
NABR ,11,Owachomo Bridge Trail,<Null>,Owachomo Bridge Trail,Unmaintained Trail,Existing,Unknown,Standard Terra Trail,Unknown,Hiker/Pedestrian,NABR,2015-09-28T15:52:39.000Z,Differential GPS,,2004-10-05T00:00:00.000Z,,Yes,9a9d9a43-dcc0-4bff-a4e5-b2a7caf705c2
NABR ,12,Owachomo Bridge Trail,<Null>,Owachomo Bridge Trail,Park Trail,Existing,Unknown,Standard Terra Trail,Unknown,Hiker/Pedestrian,NABR,2015-09-28T15:52:39.000Z,Differential GPS,,2004-10-05T00:00:00.000Z,,Yes,7e596b31-a64d-4fa3-ac93-a3205f45ee65
NABR ,13,Sipapu to Kachina Trail,<Null>,Sipapu to Kachina Trail,Unmaintained Trail,Existing,Unknown,Standard Terra Trail,Unknown,Hiker/Pedestrian,NABR,2015-09-28T15:52:39.000Z,Differential GPS,,2004-10-05T00:00:00.000Z,,Yes,68fdbd1d-7024-4fa6-bc61-9527b83be5b2
NABR ,14,Sipapu Trail,<Null>,Sipapu Trail,Unmaintained Trail,Existing,Unknown,Standard Terra Trail,Unknown,Hiker/Pedestrian,NABR,2015-09-28T15:52:39.000Z,Differential GPS,,2002-11-26T00:00:00.000Z,,Yes,a434132d-8380-422b-befb-7652b3b6ae2e
NABR ,15,Sipapu Trail,<Null>,Sipapu Trail,Unmaintained Trail,Existing,Unknown,Standard Terra Trail,Unknown,Hiker/Pedestrian,NABR,2015-09-28T15:52:39.000Z,Differential GPS,,2002-11-26T00:00:00.000Z,,Yes,6a89f972-7201-4b92-8bd0-51c367f2844e
NABR ,16,Sipapu Trail,<Null>,Sipapu Trail,Unmaintained Trail,Existing,Unknown,Standard Terra Trail,Unknown,Hiker/Pedestrian,NABR,2015-09-28T15:52:39.000Z,Differential GPS,,2002-11-26T00:00:00.000Z,,Yes,eaab3613-b9e5-4939-a70b-4ddfaff24b67
